Date,Per Share Data,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,,Ratios,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,5-Year RORE %,1-Year ROIIC %,ROIC %,WACC %,Effective Interest Rate on Debt %,,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Degree of Operating Leverage,Degree of Financial Leverage,,Asset Turnover,Dividend Payout Ratio,,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,,Receivables Turnover,Inventory Turnover,COGS-to-Revenue,RD-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,,Income Statement,Revenue,  Cost of Goods Sold,Gross Profit,Gross Margin %,,"  Selling, General, & Admin. Expense",  Research & Development,  Other Operating Expense,  Total Operating Expense,Operating Income,Operating Margin %,,    Interest Income,    Interest Expense,  Net Interest Income,  Other Income (Expense),Pretax Income,  Tax Provision,  Tax Rate %,  Other Net Income (Loss),  Net Income Including Noncontrolling Interests,    Net Income (Continuing Operations),    Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %,,  Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),,EBIT,"  Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %,,Balance Sheet,    Cash and Cash Equivalents,    Marketable Securities,"  Cash, Cash Equivalents, Marketable Securities",    Accounts Receivable,    Notes Receivable,    Loans Receivable,    Other Current Receivables,  Total Receivables,"    Inventories, Raw Materials & Components","    Inventories, Work In Process","    Inventories, Inventories Adjustments","    Inventories, Finished Goods","    Inventories, Other",  Total Inventories,  Other Current Assets,  Total Current Assets,  Investments And Advances,      Land And Improvements,      Buildings And Improvements,"      Machinery, Furniture, Equipment",      Construction In Progress,      Other Gross PPE,"    Gross Property, Plant and Equipment",    Accumulated Depreciation,"  Property, Plant and Equipment",  Intangible Assets,    Goodwill,  Other Long Term Assets,  Total Long-Term Assets,Total Assets,,    Accounts Payable,    Total Tax Payable,    Other Current Payables,    Current Accrued Expense,  Accounts Payable & Accrued Expense,    Short-Term Debt,    Short-Term Capital Lease Obligation,  Short-Term Debt & Capital Lease Obligation,    Current Deferred Revenue,    Current Deferred Taxes Liabilities,  Deferred Tax And Revenue,  Other Current Liabilities,  Total Current Liabilities,    Long-Term Debt,    Long-Term Capital Lease Obligation,  Long-Term Debt & Capital Lease Obligation,Debt-to-Equity,  Pension And Retirement Benefit,  NonCurrent Deferred Liabilities,  Other Long-Term Liabilities,  Total Long-Term Liabilities,Total Liabilities,,  Common Stock,  Preferred Stock,  Retained Earnings,  Accumulated other comprehensive income (loss),  Additional Paid-In Capital,  Treasury Stock,  Other Stockholders Equity,  Total Stockholders Equity,  Minority Interest,Total Equity,Equity-to-Asset,,Cashflow Statement,  Net Income From Continuing Operations,"  Cash Flow Depreciation, Depletion and Amortization",    Change In Receivables,    Change In Inventory,    Change In Prepaid Assets,    Change In Payables And Accrued Expense,    Change In Other Working Capital,  Change In Working Capital,  Deferred Tax,  Stock Based Compensation,  Asset Impairment Charge,  Cash from Discontinued Operating Activities,  Cash Flow from Others,Cash Flow from Operations,,"  Purchase Of Property, Plant, Equipment","  Sale Of Property, Plant, Equipment",  Purchase Of Business,  Sale Of Business,  Purchase Of Investment,  Sale Of Investment,  Net Intangibles Purchase And Sale,  Cash From Discontinued Investing Activities,  Cash From Other Investing Activities,Cash Flow from Investing,,  Issuance of Stock,  Repurchase of Stock,  Net Issuance of Preferred Stock,    Issuance of Debt,    Payments of Debt,  Net Issuance of Debt,  Cash Flow for Dividends,  Cash Flow for Lease Financing,  Other Financing,Cash Flow from Financing,,  Beginning Cash Position,    Effect of Exchange Rate Changes,  Net Change in Cash,Ending Cash Position,,Capital Expenditure,Free Cash Flow,,Valuation Ratios,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,EV-to-FCF,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Cyclically Adjusted PB Ratio,Cyclically Adjusted PS Ratio,Cyclically Adjusted Price-to-FCF,Dividend Yield %,FCF Yield %,,Valuation and Quality,Market Cap,Enterprise Value,Month End Stock Price,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,Shareholder Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth (%),5-Year EBITDA Growth Rate (Per Share),Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Restated Filing Date,Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,,Forex Rate
2002-09,,0.283,0.01,0.005,0.003,0.006,-0.005,-0.004,0.004,0.216,-,0.204,0.198,0.016,0.26,,,1.622,1.27,1.0553,1.6624,1.0723,16.54,2.144,-15.38,368.25,2.48,15.57,3.48,,27.92,0.8185,1.132,3.6921,-1.4803,,0.077,0.65,0.05,0.35,26.025,-52.67,0.81,,0.932,-,,32.77,75.49,2.47,-40.25,,11.14,147.82,0.72,-,0.005,0.03,3.7,1.96,,,5742,4139,1603,27.92,,1109,447,-,1556,47,0.8185,,118,-11,107,-67,87,-22,25.29,-,65,65,-,-,65,1.132,,-,0.003,0.003,20259.96,,98,114,212,3.6921,,,2252,2085,4337,565,-,-,142,707,9,-,-,36,-,45,299,5388,39,342,-,434,-,281,1057,-436,621,119,85,131,910,6298,,911,-,-,205,1116,-,-,-,240,-,240,302,1658,316,-,316,0.077,-,229,-,545,2203,,1826,-,2325,-49,-,-,-7,4095,-,4095,0.65,,,65,114,-99,-34,-,110,-89,-112,-34,5,-,-,51,89,,-174,-,-52,25,-4144,4125,-,-,-32,-252,,105,-,-,-,-,-,-,-,-,105,,2310,-,-58,2252,,-174,-85,,,86.67,43.33,-,1.28,1.31,-,65,0.92,-,0.21,5.69,12.3,-14.18,8.13,8.3,136.1,1.41,0.46,42.78,-,-1.63,,,5226.443,1205.443,0.26,0.11,0.16,0.13,0.32,0.17,-,0.16,0.31,3.61,7,-2.14,0.012,3.62,3.25,3.22,2.62,4.27,0.47,0.25,-2.29,-2.01,-1.99,2.28,357.12,216.44,-,19881.232,20101.703,2.12,12/3/04,12/19/02,-,-,12241,,1
2003-09,,0.305,0.007,0.001,0.003,0.004,0.007,0.006,0.014,0.222,-,0.206,0.2,0.015,0.37,,,1.659,0.92,1.0524,1.7058,1.071,3.88,0.55,-37.66,-3.36,1.09,12.01,2.58,,27.52,0.4028,1.1116,2.2233,2.0139,,0.072,0.62,0.045,0.38,26.05,-9.2,-,,0.947,-,,39.13,83.77,4.1,-40.53,,9.33,89.09,0.72,-,0.008,0.03,6.56,0.57,,,6207,4499,1708,27.52,,1212,471,-,1683,25,0.4028,,69,-8,83,-16,92,-24,26.09,1,69,68,-,-,69,1.1116,,-,0.004,0.003,20354.096,,25,113,138,2.2233,,,3396,1170,4566,766,-,-,184,950,2,4,-,50,-,56,315,5887,-,350,-,467,-,357,1174,-505,669,109,85,150,928,6815,,1154,-,-,191,1345,304,-,304,368,-,368,340,2357,-,-,-,0.072,-,235,-,235,2592,,1926,-,2394,-35,-,-,-62,4223,-,4223,0.62,,,68,113,-201,-11,-,243,88,119,-4,16,-,-,-23,289,,-164,-,-,-,-2648,3607,-,-,33,828,,53,-26,-,-,-,-,-,-,-,27,,2252,-,1144,3396,,-164,125,,,123.33,92.5,52.86,1.8,1.85,61.67,26.43,1.21,-,0.54,24.18,133.46,26.69,0.75,-26.93,220.9,1.97,0.7,24.07,-,1.65,,,7598.575,3336.575,0.37,0.1,0.16,0.13,0.31,0.26,-,0.13,0.28,3.83,6,-2.41,-0.006,-15.38,2.5,2.47,1.94,3.13,0.41,0.23,-2.16,-0.36,-0.3,7.6,-,-35.21,-31.31,20195.336,20536.689,1.41,12/1/05,12/19/03,-,-,13566,,1
2004-09,,0.382,0.024,0.017,0.012,0.013,0.029,0.035,0.043,0.249,-,0.232,0.227,-,0.69,,,5.721,1.92,3.5789,5.8507,3.6292,54.22,7.568,-46.43,7435.6,12.44,11.66,0.99,,27.26,4.0585,3.2129,6.3172,9.1557,,-,0.631,-,0.37,30.367,43.5,0.14,,1.114,-,,33.95,78.95,4.76,-40.24,,10.75,76.71,0.73,-,0.009,0.02,0.52,0.19,,,8279,6022,2257,27.26,,1430,491,-,1921,336,4.0585,,64,-3,61,-27,370,-104,28.11,-,266,266,-,-,266,3.2129,,-,0.013,0.012,21693.728,,373,150,523,6.3172,,,2969,2495,5464,774,-,-,276,1050,-,-,-,-,101,101,440,7055,-,351,-,501,-,446,1298,-591,707,97,80,191,995,8050,,1451,-,-,252,1703,-,-,-,342,-,342,606,2651,-,-,-,-,-,315,8,323,2974,,2514,-,2670,-15,-,-,-93,5076,-,5076,0.631,,,266,150,-8,-45,-,297,124,368,19,46,-,-,85,934,,-176,-,-,-,-3270,1947,-,-,11,-1488,,427,-,-,-,-300,-300,-,-,-,127,,3396,-,-427,2969,,-176,758,,,57.5,53.08,23.79,2.98,3.04,19.71,16.05,1.81,-,1.17,18.47,25.9,12.75,3.86,-19.72,-,3.57,1.4,50.78,-,5.01,,,15125.382,9661.382,0.69,0.11,0.19,0.14,0.35,0.37,-,0.26,0.3,5.35,7,-2.71,-0.057,10.19,2.66,2.62,2.06,112,0.69,0.35,-6.74,-2.82,-2.77,25.15,277.82,255.58,-21.96,20809.04,21920.843,1.29,12/29/06,12/3/04,-,-,13426,,1
2005-09,,0.581,0.076,0.068,0.055,0.055,0.077,0.095,0.106,0.353,-,0.318,0.314,-,1.91,,,21.241,3.53,13.5746,21.5742,13.7098,215.62,24.471,78.38,256.83,56.63,11,-,,29.01,11.7938,9.5327,13.0787,16.3305,,-,0.645,-,0.35,41.317,4.76,1.13,,1.424,-,,21.86,59.61,4.91,-32.84,,16.69,74.35,0.71,-,0.01,0.02,0.16,0.1,,,13931,9889,4042,29.01,,1864,535,-,2399,1643,11.7938,,183,-,183,-18,1808,-480,26.55,-,1328,1328,-,-,1328,9.5327,,-,0.059,0.055,23992.584,,1643,179,1822,13.0787,,,3491,4770,8261,895,-,-,417,1312,-,-,-,-,165,165,562,10300,-,361,-,551,-,569,1481,-664,817,96,69,303,1216,11516,,1779,196,-,409,2384,-,-,-,501,-,527,576,3487,-,-,-,-,-,589,12,601,4088,,3564,-,3925,-,-,-,-61,7428,-,7428,0.645,,,1328,179,-121,-64,-,328,349,492,50,49,-,-,437,2535,,-260,-,-,-,-11470,9195,-,-,-21,-2556,,543,-,-,-,-,-,-,-,-,543,,2969,-,522,3491,,-260,2275,,,34.73,34.73,24.81,6.01,6.09,20.11,18.02,3.29,1.44,2.61,19.98,22.15,16,4.51,21.37,1178.43,9.31,4.06,68.34,-,5.09,,,44656.835,36395.835,1.91,0.18,0.27,0.21,0.53,0.66,1.35,0.62,0.42,9.47,8,-2.57,-0.103,11.71,2.95,2.91,2.37,10000,1.92,0.68,-6.66,-1.22,-1.22,52.15,355.88,215,24.1,22636.292,23380.542,1.11,11/15/07,12/1/05,-,-,16820,,1
2006-09,,0.786,0.109,0.1,0.081,0.081,0.072,0.062,0.09,0.422,-,0.417,0.41,-,2.75,,,22.846,3.46,13.8505,23.2102,13.9834,233.84,26.108,49.04,21.24,48.78,16.4,-,,28.98,12.7,10.2977,13.8649,7.9472,,-,0.58,-,0.42,38.982,1.26,0.91,,1.345,-,,20.29,68.77,5.79,-42.7,,17.99,63.07,0.71,-,0.011,0.04,0.28,0.31,,,19315,13717,5598,28.98,,2433,712,-,3145,2453,12.7,,394,-,394,-29,2818,-829,29.42,-,1989,1989,-,-,1989,10.2977,,-,0.084,0.081,24570.728,,2453,225,2678,13.8649,,,6392,3718,10110,1252,-,-,1593,2845,-,-,-,-,270,270,1284,14509,-,626,-,689,-,760,2075,-794,1281,177,38,1238,2696,17205,,3390,388,-,582,4360,-,-,-,718,-,1042,1041,6443,-,-,-,-,-,764,14,778,7221,,4355,-,5607,22,-,-,-,9984,-,9984,0.58,,,1989,225,-357,-105,-,1611,-1374,-225,53,163,-,-,15,2220,,-657,-,-,40,-7280,8312,-28,-,-30,357,,318,-355,-,-,-,-,-,-,361,324,,3491,-,2901,6392,,-685,1535,,,33.95,33.95,38.19,6.6,6.72,44.35,30.56,3.5,0.41,2.89,20.82,22.73,36.32,4.4,21.39,154.27,12.11,5.88,86.72,-,2.33,,,65855.218,55745.218,2.75,0.12,0.3,0.17,0.78,1.03,2.03,0.86,0.65,8.15,5,-1.16,-0.011,-3.42,2.25,2.21,1.57,10000,3.06,1.76,-2.42,0.06,0.06,35.39,46.45,43.52,82.9,23633.624,23947.352,1.96,11/5/08,12/29/06,-,-,20186,,1
2007-09,,0.987,0.19,0.177,0.14,0.14,0.193,0.18,0.22,0.63,-,0.595,0.581,-,5.48,,,28.512,3.1,16.427,29.1226,16.6278,283.14,32.853,46.6,70.27,53.63,17.85,-,,33.17,17.9307,14.22,19.2204,18.244,,-,0.573,-,0.43,38.315,2.92,0.93,,1.155,-,,21.45,92.88,6.84,-64.59,,17.01,53.33,0.67,-,0.013,0.04,0.22,0.18,,,24578,16426,8152,33.17,,2963,782,-,3745,4407,17.9307,,647,-,647,-48,5006,-1511,30.18,-,3495,3495,-,-,3495,14.22,,-,0.144,0.14,24900.176,,4407,317,4724,19.2204,,,9352,6034,15386,1637,-,-,2392,4029,-,-,-,-,346,346,2195,21956,-,762,-,1060,-,1019,2841,-1009,1832,337,38,1222,3391,25347,,4970,488,-,518,5976,-,-,-,1391,-,1936,1368,9280,-,-,-,-,-,1468,67,1535,10815,,5368,-,9101,63,-,-,-,14532,-,14532,0.573,,,3496,317,-385,-76,-,1494,292,1325,78,242,-,-,12,5470,,-735,-,-,-,-11736,9424,-251,-,49,-3249,,365,-3,-,-,-,-,-,-,377,739,,6392,-,2960,9352,,-986,4484,,,39.14,39.14,28.39,9.21,9.43,30.44,24.91,5.55,0.33,4.82,25.08,26.88,26.42,3.72,21.32,127.87,19.98,10.64,101.59,-,3.35,,,133850.156,118464.156,5.48,0.19,0.46,0.24,1.34,1.47,3.53,1.35,1.05,10.15,7,-2.64,-0.05,5.03,2.37,2.33,1.66,10000,5.52,2.62,-2,-0.27,-0.27,25.56,73.13,74.07,118.29,24208.66,24425.211,2.21,1/25/10,11/15/07,-,30336,23700,,1
2008-09,,1.484,0.349,0.33,0.242,0.242,0.339,0.332,0.38,0.888,-,0.896,0.876,-,4.06,,,33.229,7.33,19.8934,33.9944,20.1651,388.48,40.742,43.34,68.73,66.24,21.37,-,,35.2,22.2107,16.3213,23.5336,22.3974,,-,0.616,-,0.38,42.905,1.69,0.81,,1.219,-,,19.76,78.8,6.42,-52.62,,18.47,56.83,0.65,-,0.011,0.03,0.14,0.12,,,37491,24294,13197,35.2,,3761,1109,-,4870,8327,22.2107,,653,-,653,-33,8947,-2828,31.61,-,6119,6119,-,-,6119,16.3213,,-,0.248,0.242,25259.892,,8327,496,8823,23.5336,,,11875,10236,22111,2422,-,-,2282,4704,-,-,-,-,509,509,2682,30006,2379,810,-,1613,-,1324,3747,-1292,2455,492,207,839,6165,36171,,5520,506,-,1000,7026,-,-,-,1617,-,2298,2037,11361,-,-,-,-,-,1767,746,2513,13874,,7177,-,15129,-9,-,-,-,22297,-,22297,0.616,,,6119,496,-675,-163,-,596,2287,2045,398,516,-,-,22,9596,,-1091,-,-220,-,-23003,16243,-108,-,-10,-8189,,483,-,-,-,-,-,-,-,633,1116,,9352,-,2523,11875,,-1199,8397,,,16.78,16.78,11.98,4.53,4.63,12.23,10.68,2.74,0.17,2.11,8.95,9.48,9.4,10.55,23.31,59.89,11.44,6.26,47.09,-,8.31,,,101054.143,78943.143,4.06,0.33,0.65,0.41,2.35,3.33,6.08,2.18,1.75,7.43,8,-2.37,0.007,13.03,2.64,2.6,1.95,10000,7.14,3.76,-1.9,-0.48,-0.48,50.37,72.52,84.11,99.14,24684.576,24890.183,2.92,10/27/10,11/5/08,-,30445,35100,,1
2009-09,,1.689,0.491,0.462,0.324,0.324,0.343,0.352,0.4,0.931,-,1.256,1.238,-,6.62,,,30.536,5.79,19.684,31.0802,19.9089,434.09,38.615,28.85,23.24,51.72,12.25,-,,40.14,27.3628,19.1936,29.0735,20.8507,,-,0.666,-,0.33,41.166,2.84,0.47,,1.026,-,,24.6,79.02,6.85,-47.58,,14.84,53.28,0.6,-,0.011,0.03,0.1,0.12,,,42905,25683,17222,40.14,,4149,1333,-,5482,11740,27.3628,,407,-,407,-81,12066,-3831,31.75,-,8235,8235,-,-,8235,19.1936,,-,0.329,0.324,25396.14,,11740,734,12474,29.0735,,,5263,18201,23464,3361,-,-,1696,5057,-,-,-,-,455,455,2579,31555,10528,955,-,2047,-,1665,4667,-1713,2954,453,206,2011,15946,47501,,5601,430,-,936,6967,-,-,-,2053,-,2278,2261,11506,-,-,-,-,-,853,3502,4355,15861,,8210,-,23353,77,-,-,-,31640,-,31640,0.666,,,8235,734,-353,54,-,92,-379,-586,1040,710,-,-,26,10159,,-1144,-,-,-,-46825,30678,-69,-,-74,-17434,,475,-,-,-,-,-,-,-,188,663,,11875,-,-6612,5263,,-1213,8946,,,20.43,20.43,19.3,5.27,5.35,18.81,16.55,3.92,0.29,3.34,11.49,12.21,16.02,8.19,22.99,71.49,15.14,8.6,56.78,-,5.36,,,166787.947,143323.947,6.62,0.3,0.62,0.41,3.44,4.61,7.25,3.01,2.42,9.25,6,-1.92,0.226,32.65,2.74,2.7,2.04,10000,6.65,2.79,-1.22,-0.28,-0.28,13.83,33.92,40.62,70.86,25004.448,25194.554,1.49,10/27/10,10/27/09,10/15/09,30573,36800,,1
2010-09,,2.519,0.75,0.71,0.541,0.541,0.647,0.636,0.718,0.999,-,1.863,1.821,-,10.13,,,35.283,6.49,22.8441,35.9792,23.1337,476.17,40.65,35.49,28.91,45.32,10.87,-,,39.38,28.187,21.4841,29.7616,25.2572,,-,0.636,-,0.36,41.87,1.09,1.53,,1.063,-,,24.82,81.31,6.95,-49.53,,14.71,52.51,0.61,-,0.012,0.03,0.12,0.11,,,65225,39541,25684,39.38,,5517,1782,-,7299,18385,28.187,,311,-,311,-156,18540,-4527,24.42,-,14013,14013,-,-,14013,21.4841,,-,0.55,0.541,25891.936,,18385,1027,19412,29.7616,,,11261,14359,25620,5510,-,-,4414,9924,-,-,-,-,1051,1051,5083,41678,25391,1471,-,3733,-,2030,7234,-2466,4768,1083,741,2263,33505,75183,,12015,210,-,1157,13382,-,-,-,2984,-,3647,3693,20722,-,-,-,-,-,5439,1231,6670,27392,,10668,-,37169,-46,-,-,-,47791,-,47791,0.636,,,14013,1027,-4860,-596,-,6307,385,1236,1440,879,-,-,-,18595,,-2005,-,-638,-,-57793,46718,-116,-,-20,-13854,,912,-,-,-,-,-,-,-,345,1257,,5263,-,5998,11261,,-2121,16474,,,18.72,18.72,15.66,5.44,5.56,15.93,14.11,4.02,0.31,3.59,12.06,12.74,14.22,7.85,22.99,70.15,17.56,10.33,56.69,-,6.34,,,259805.741,234185.741,10.13,-0.07,0.56,0.11,5.36,7.51,13.53,4.71,3.39,8.4,6,-1.86,0.467,12.33,2.01,1.96,1.24,10000,10.44,6.46,-1.8,-0.35,-0.35,49.11,66.85,52.64,60.88,25464.908,25647.161,1.39,10/31/12,10/27/10,10/18/10,29405,49400,,1
2011-09,,4.128,1.373,1.304,0.989,0.989,1.303,1.147,1.431,0.997,-,2.944,2.774,-,13.62,,,41.673,9.01,27.065,43.6063,27.8673,545.32,47.885,38.48,28.63,41.78,7.08,-,,40.48,31.2151,23.9466,33.2742,27.785,,-,0.658,-,0.34,45.75,1.3,0.96,,1.13,-,,18.34,75.48,5.17,-51.96,,19.9,70.53,0.6,-,0.008,0.07,0.22,0.2,,,108249,64431,43818,40.48,,7599,2429,-,10028,33790,31.2151,,519,-,519,-104,34205,-8283,24.22,-,25922,25922,-,-,25922,23.9466,,-,1.002,0.989,26226.06,,34205,1814,36019,33.2742,,,9815,16137,25952,5369,-,-,6348,11717,-,-,-,-,776,776,6543,44988,55618,2059,-,7110,-,2599,11768,-3991,7777,4432,896,3556,71383,116371,,14632,1140,-,1838,17610,-,-,-,4091,-,6129,4231,27970,-,-,-,-,-,9845,1941,11786,39756,,13331,-,62841,443,-,-,-,76615,-,76615,0.658,,,25922,1814,-1791,275,-,2515,4758,5757,2868,1168,-,-,-,37529,,-4260,-,-244,-,-102317,69853,-3192,-,-259,-40419,,831,-,-,-,-,-,-,-,613,1444,,11261,-,-1446,9815,,-7452,30077,,,13.77,13.77,10.45,4.63,4.91,11.87,9.52,3.3,0.22,3.03,9.12,9.6,10.92,10.42,23.75,53.82,16.41,9.71,44.62,-,8.49,,,354389.077,328437.077,13.62,-0.53,0.2,-0.36,8.71,14.35,24.73,7.86,4.77,8.18,7,-2.4,0.674,24.76,1.61,1.58,0.93,10000,14.77,9.95,-1.45,-0.23,-0.23,63.85,82.71,83.19,62.26,25879.224,26019.756,0.86,10/30/13,10/26/11,10/18/11,28543,63300,,1
2012-09,,5.913,2.23,2.107,1.577,1.577,1.715,1.566,1.921,1.108,0.095,4.495,4.291,-,23.83,,,42.842,8.08,28.5417,45.1085,29.5304,480.12,49.365,37.63,31.51,38.74,6.81,-,,43.87,35.296,26.6651,37.7233,26.4868,,-,0.671,-,0.33,46.959,1.4,0.96,,1.07,0.06,,19.01,74.39,3.26,-52.13,,19.2,112.12,0.56,-,0.005,0.06,0.17,0.18,,,156508,87846,68662,43.87,,10040,3381,-,13421,55241,35.296,,1088,-,1088,-566,55763,-14030,25.16,-,41733,41733,-,-,41733,26.6651,,-,1.595,1.577,26469.932,,55763,3277,59040,37.7233,,,10746,18383,29129,10930,-,-,7762,18692,124,-,-,667,-,791,9041,57653,92122,2439,-,15984,-,3464,21887,-6435,15452,5359,1135,5478,118411,176064,,21175,1535,-,2548,25258,-,-,-,5953,-,7445,5839,38542,-,-,-,-,-,16495,2817,19312,57854,,16422,-,101289,499,-,-,-,118210,-,118210,0.671,,,41733,3277,-6965,-15,-,4467,2214,-299,4405,1740,-,-,-,50856,,-8295,-,-350,-,-151232,112805,-1107,-,-48,-48227,,665,-,-,-,-,-,-2488,-,125,-1698,,9815,-,931,10746,,-9402,41454,,,15.1,15.1,13.9,5.3,5.55,15.22,12.4,4.03,0.23,3.82,10.12,10.72,14.41,9.33,23.27,56.57,19.42,11.96,51.47,0.4,6.61,,,626677.146,597548.146,23.83,-1.09,-0.01,-0.77,13.48,21.71,39.43,12.34,7.3,9.37,6,-2.17,0.765,22.21,1.5,1.48,0.76,10000,25.08,12.98,-1.07,-0.11,0.29,43.25,59.57,62.4,64.63,26174.904,26297.824,0.86,10/27/14,10/31/12,10/25/12,27696,76100,,1
2013-09,,6.552,2.187,1.928,1.42,1.42,1.828,1.709,2.057,1.61,0.407,4.907,4.678,0.674,17.03,,,30.64,8.83,19.3372,32.1162,19.9151,313.84,33.431,26.13,-28.92,25.73,5.91,0.8,,37.62,28.6695,21.6705,33.379,26.0898,,0.137,0.597,0.082,0.4,33.574,-1.02,1.09,,0.892,0.287,,25.66,74.54,4.37,-44.5,,14.22,83.45,0.62,-,0.007,0.05,0.19,0.17,,,170910,106606,64304,37.62,,10830,4475,-,15305,48999,28.6695,,1616,-136,1480,-324,50155,-13118,26.15,-,37037,37037,-,-,37037,21.6705,,-,1.43,1.42,26086.536,,50291,6757,57048,33.379,,,14259,26287,40546,13102,-,-,7539,20641,683,-,-,1081,-,1764,10335,73286,106215,3309,-,21242,-,3968,28519,-11922,16597,5756,1577,5146,133714,207000,,22367,1200,-,4258,27825,-,-,-,7435,-,8697,7136,43658,16960,-,16960,0.137,-,19114,3719,39793,83451,,19764,-,104256,-471,-,-,-,123549,-,123549,0.597,,,37037,6757,-1949,-973,-,2340,7060,6478,1141,2253,-,-,-,53666,,-8165,-,-496,-,-148489,124447,-911,-,-160,-33774,,530,-22860,-,16896,-,16896,-10564,-,-381,-16379,,10746,-,3513,14259,,-9076,44590,,,11.99,11.99,9.32,3.47,3.64,9.96,8.28,2.6,0.22,2.37,7.1,8.06,9.09,12.41,26.21,30.52,9.94,6.46,26.63,2.39,10.4,,,428780.727,405194.727,17.03,-1.7,-0.4,-1.28,18.03,24.05,35.4,12.23,10.06,5.59,5,-2.84,0.568,8.28,1.68,1.64,0.93,360.29,23.98,13.95,4.26,5.21,7.6,10.81,-9.98,-1.95,53.45,25909.28,25177.964,0.58,10/28/15,10/30/13,10/28/13,24710,84400,,1
2014-09,,7.464,2.524,2.199,1.613,1.613,2.121,2.038,2.438,1.069,0.453,4.754,4.381,1.504,25.19,,,33.612,6.34,18.0066,35.8234,18.6225,289.44,32.476,20.62,9.12,23.67,8.47,1.47,,38.59,28.7223,21.6144,33.8155,27.2983,,0.316,0.481,0.152,0.52,32.147,1.02,1.91,,0.833,0.281,,30.51,85.45,6.3,-48.64,,11.96,57.94,0.61,-,0.011,0.05,0.19,0.16,,,182795,112258,70537,38.59,,11993,6041,-,18034,52503,28.7223,,1795,-384,1411,-431,53483,-13973,26.13,-,39510,39510,-,-,39510,21.6144,,-,1.623,1.613,24490.652,,53867,7946,61813,33.8155,,,13844,11233,25077,17460,-,-,9759,27219,-,-,-,-,2111,2111,14124,68531,130162,4863,-,29639,-,4513,39015,-18391,20624,8758,4616,3764,163308,231839,,30196,-,-,18453,48649,6308,-,6308,8491,-,8491,-,63448,28987,-,28987,0.316,-,23290,4567,56844,120292,,23313,-,87152,1082,-,-,-,111547,-,111547,0.481,,,39510,7946,-6452,-76,-,5938,7637,7047,2347,2863,-,-,-,59713,,-9571,-,-3765,-,-217138,208111,-242,-,26,-22579,,730,-45000,-,18266,-,18266,-11126,-,-419,-37549,,14259,-,-415,13844,,-9813,49900,,,15.62,15.62,11.88,5.3,5.75,12.36,10.33,3.37,0.38,3.29,9.73,11.16,12.05,8.96,25.43,34.61,11.36,7.45,29.63,1.8,8.44,,,591074.382,601292.382,25.19,-4.06,-2.21,-3.45,23.18,27.59,40.2,12.61,12.14,5.06,5,-2.7,0.588,1.02,1.08,1.05,0.4,136.73,25.83,17.18,6.8,7.49,7.92,13.92,13.56,15.41,40.6,24342.288,23464.644,1.04,10/26/16,10/27/14,10/20/14,26112,97000,,1
